Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_Interval_Low,Confidence_Interval_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2003-2004,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),14.5,14.5,,,11.0,18.8,Age,75+,C1,T4,NH003,Crude,BOC03,AGE08,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),11.2,11.2,,,9.8,12.7,Gender,Female,C2,T10,NH063,AgeStdz,BOC02,GEN02,59,
2009-2010,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),0.0,0.0,,,,,Gender,Female,C2,T10,NH061,Crude,BOC02,GEN02,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),64.9,64.9,,,62.2,67.5,Race,Non-Hispanic Black,C2,T10,NH066,Crude,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),27.5,27.5,,,25.3,29.9,Age,65+,C2,T13,NH603,Crude,BOC03,AGE06,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),12.9,12.9,,,11.0,15.1,Age,25-44,C2,T9,NH020,Crude,BOC03,AGE04,59,
2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),77.5,77.5,,,74.3,80.4,Race,Non-Hispanic White,C2,T15,NH803,AgeStdz,BOC04,RAC01,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Crude,Percent (%),47.2,47.2,,,43.8,50.6,Race,Non-Hispanic White,C2,T14,NH701,Crude,BOC04,RAC01,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),15.9,15.9,,,11.2,22.2,Race,Other,C2,T10,NH063,AgeStdz,BOC04,RAC07,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),25.8,25.8,,,21.1,31.1,Race,Non-Hispanic Black,C2,T15,NH801,Crude,BOC04,RAC02,59,
2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Crude,Percent (%),50.2,50.2,,,46.8,53.6,Age,35+,C2,T14,NH701,Crude,BOC03,AGE07,59,
2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Crude,Percent (%),9.9,9.9,,,8.4,11.7,Age,25-44,C2,T10,NH301,Crude,BOC03,AGE04,59,
2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),74.5,74.5,,,71.4,77.3,Race,Non-Hispanic Black,C2,T10,NH066,Crude,BOC04,RAC02,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T13,NH071,Crude,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),27.8,27.8,,,24.4,31.6,Age,65+,C2,T13,NH072,Crude,BOC03,AGE06,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),11.1,11.1,,,8.3,14.8,Age,75+,C1,T5,NH002,Crude,BOC03,AGE08,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),14.9,14.9,,,11.7,18.8,Race,Other,C2,T9,NH201,AgeStdz,BOC04,RAC07,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),11.5,11.5,,,9.3,14.0,Race,Hispanic,C2,T9,NH201,Crude,BOC04,RAC04,59,
2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),18.9,18.9,,,15.4,23.1,Race,Other,C2,T10,NH064,AgeStdz,BOC04,RAC07,59,
2009-2010,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Crude,Percent (%),0.0,0.0,,,,,Age,21-24,C2,T10,NH060,Crude,BOC03,AGE03,59,
1999-2000,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),10.6,10.6,,,8.0,13.9,Age,75+,C1,T6,NH005,Crude,BOC03,AGE08,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),89.8,89.8,,,87.1,92.0,Age,65+,C2,T10,NH066,Crude,BOC03,AGE06,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Age-Standardized,Percent (%),66.0,66.0,,,61.0,70.6,Race,Other,C2,T12,NH501,AgeStdz,BOC04,RAC07,59,
2017-2018,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.0,8.0,,,4.9,12.9,Race,Other,C1,T1,NH001,Crude,BOC04,RAC07,59,
2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Gender,Female,C2,T10,NH060,Crude,BOC02,GEN02,59,
2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),23.2,23.2,,,19.5,27.2,Age,45-64,C2,T13,NH603,Crude,BOC03,AGE05,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),42.9,42.9,,,38.2,47.8,Race,Non-Hispanic White,C2,T13,NH071,Crude,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Age,75+,C2,T12,NH503,Crude,BOC03,AGE08,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),30.2,30.2,,,26.5,34.2,Gender,Male,C2,T9,NH020,Crude,BOC02,GEN01,59,
2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),17.8,17.8,,,15.6,20.3,Gender,Male,C2,T9,NH201,Crude,BOC02,GEN01,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Crude,Percent (%),76.2,76.2,,,73.5,78.7,Age,35+,C2,T15,NH803,Crude,BOC03,AGE07,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),59.1,59.1,,,57.0,61.1,Age,25-44,C2,T10,NH303,Crude,BOC03,AGE04,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),30.2,30.2,,,22.9,38.8,Race,Other,C2,T9,NH024,AgeStdz,BOC04,RAC07,59,
2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),14.2,14.2,,,11.8,17.1,Race,Hispanic,C2,T11,NH070,Crude,BOC04,RAC04,59,
2011-2012,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Hispanic,C2,T10,NH061,AgeStdz,BOC04,RAC04,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),185.0,185.0,,,182.0,189.0,Race,Non-Hispanic Black,C2,T10,NH067,Crude,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C1,T1,NH001,AgeStdz,BOC04,RAC03,59,
1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),28.8,28.8,,,26.9,30.7,Race,Non-Hispanic Black,C2,T13,NH072,AgeStdz,BOC04,RAC02,59,
2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),92.2,92.2,,,91.1,93.2,Age,65+,C2,T10,NH066,Crude,BOC03,AGE06,59,
2007-2008,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Overall,Overall,C2,T10,NH060,AgeStdz,BOC01,OVR01,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),24.4,24.4,,,21.7,27.3,Race,Non-Hispanic Asian,C2,T9,NH024,Crude,BOC04,RAC03,59,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),64.2,64.2,,,57.5,70.4,Race,Non-Hispanic Asian,C2,T11,NH403,Crude,BOC04,RAC03,59,
2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),25.4,25.4,,,20.7,30.7,Age,20-24,C2,T13,NH071,Crude,BOC03,AGE02,59,
2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Crude,Percent (%),11.6,11.6,,,7.3,18.0,Race,Other,C2,T10,NH065,Crude,BOC04,RAC07,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),68.7,68.7,,,65.7,71.5,Race,Non-Hispanic White,C2,T11,NH403,Crude,BOC04,RAC01,59,
2009-2010,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Other,C1,T6,NH005,Crude,BOC04,RAC07,59,
2007-2008,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Gender,Female,C2,T10,NH061,Crude,BOC02,GEN02,59,
2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),74.9,74.9,,,70.5,78.8,Race,Non-Hispanic Asian,C2,T10,NH066,AgeStdz,BOC04,RAC03,59,
2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),5.2,5.2,,,4.0,6.6,Age,25-44,C2,T11,NH070,Crude,BOC03,AGE04,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),27.7,27.7,,,24.6,31.1,Gender,Male,C2,T15,NH801,Crude,BOC02,GEN01,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),43.1,43.1,,,39.0,47.3,Age,65+,C2,T9,NH201,Crude,BOC03,AGE06,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C2,T13,NH072,AgeStdz,BOC04,RAC03,59,
2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),84.8,84.8,,,81.8,87.4,Age,35+,C2,T10,NH066,Crude,BOC03,AGE07,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),33.7,33.7,,,31.5,36.1,Gender,Male,C2,T9,NH024,Crude,BOC02,GEN01,59,
2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),16.0,16.0,,,14.1,18.2,Race,Non-Hispanic White,C2,T10,NH063,AgeStdz,BOC04,RAC01,59,
2009-2010,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),53.4,53.4,,,50.0,56.7,Overall,Overall,C2,T9,NH023,Crude,BOC01,OVR01,59,
2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Crude,Percent (%),42.5,42.5,,,39.0,46.1,Overall,Overall,C2,T13,NH601,Crude,BOC01,OVR01,59,
2015-2016,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Age-Standardized,Percent (%),34.8,34.8,,,32.1,37.6,Race,Non-Hispanic White,C2,T10,NH060,AgeStdz,BOC04,RAC01,59,
2011-2012,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],,,Race,Non-Hispanic Asian,C1,T3,NH004,Crude,BOC04,RAC03,59,
2017-2018,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),13.4,13.4,,,12.1,14.8,Race,Non-Hispanic White,C2,T11,NH070,Crude,BOC04,RAC01,59,
2015-2016,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),1.8,1.8,,,1.4,2.5,Age,45-64,C1,T5,NH002,Crude,BOC03,AGE05,59,
2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),71.2,71.2,,,68.7,73.6,Gender,Female,C2,T10,NH066,AgeStdz,BOC02,GEN02,59,
